
Database             Time                 Version
-------------------- -------------------- ------------------------------
Start: ORCL          29-MAY-2023 08:15:06 Version 21.3.0.0.0

links_v based on arcs_bacon_numbers

View created.

Network detail

Network          #Links  #Nodes    Lev Node                                                                                  Link
--------------- ------- ------- ------ ------------------------------------------------------------------------------------- -------------------------------------------------------------------------------------
Audrey Gelfund     3396     161      0 Audrey Gelfund                                                                        ROOT
                                     1 < Andy Dick                                                                           Being John Malkovich (1999)-1
                                    51                                                           < Kelly Teacher*            Being John Malkovich (1999)-2223
                                    51                                                           < Kevin Carroll*            Being John Malkovich (1999)-2255
                                    51                                                           < Kevin Lee (IV)*           Being John Malkovich (1999)-2286
                                    51                                                           < Kristie Cordle*           Being John Malkovich (1999)-2316
                                    51                                                           < Kristin D'Andrea*         Being John Malkovich (1999)-2345
                                    51                                                           < Lance Bangs*              Being John Malkovich (1999)-2373
                                    51                                                           < Madison Lanc*             Being John Malkovich (1999)-2400
                                    51                                                           < Mariah O'Brien*           Being John Malkovich (1999)-2426
                                    51                                                           > Michelle Madden           Being John Malkovich (1999)-2476
                                    52                                                           < Andy Dick*                Being John Malkovich (1999)-51
                                    52                                                           < Audrey Gelfund*           Being John Malkovich (1999)-124
                                    52                                                           < Bill M. Ryusaki*          Being John Malkovich (1999)-196
                                    52                                                           < Bill Wittman*             Being John Malkovich (1999)-267
                                    52                                                           < Brad Pitt*                Being John Malkovich (1999)-337
                                    52                                                           < Byrne Piven*              Being John Malkovich (1999)-406
                                    52                                                           < Cameron Diaz*             Being John Malkovich (1999)-474
                                    52                                                           < Carlos Jacott*            Being John Malkovich (1999)-541
                                    52                                                           < Catherine Keener*         Being John Malkovich (1999)-607
                                    52                                                           < Charlene Grimsley*        Being John Malkovich (1999)-672
                                    52                                                           < Charlie Sheen*            Being John Malkovich (1999)-736
                                    52                                                           < Chelsa Sjostrom*          Being John Malkovich (1999)-799
                                    52                                                           < Christine D. Coleman*     Being John Malkovich (1999)-861
                                    52                                                           < Christine Krejer*         Being John Malkovich (1999)-922
                                    52                                                           < Daniel Hansen*            Being John Malkovich (1999)-982
                                    52                                                           < David Fincher*            Being John Malkovich (1999)-1041
                                    52                                                           < David Wyler (I)*          Being John Malkovich (1999)-1099
                                    52                                                           < Denise Dabrowski*         Being John Malkovich (1999)-1156
                                    52                                                           < Dustin Hoffman*           Being John Malkovich (1999)-1212
                                    52                                                           < Eddie J. Low*             Being John Malkovich (1999)-1267
                                    52                                                           < Elizabeth Rivera*         Being John Malkovich (1999)-1321
                                    52                                                           < Eric Weinstein (I)*       Being John Malkovich (1999)-1374
                                    52                                                           < Erica Long*               Being John Malkovich (1999)-1426
                                    52                                                           < Flori Wyler*              Being John Malkovich (1999)-1477
                                    52                                                           < Gary Sinise*              Being John Malkovich (1999)-1527
                                    52                                                           < Gerald Emerick*           Being John Malkovich (1999)-1576
                                    52                                                           < Greg O'Neill*             Being John Malkovich (1999)-1624
                                    52                                                           < Gregory Sporleder*        Being John Malkovich (1999)-1671
                                    52                                                           < Isaac Hanson*             Being John Malkovich (1999)-1717
                                    52                                                           < Jacqueline Benoit*        Being John Malkovich (1999)-1762
                                    52                                                           < James Murray (XIII)*      Being John Malkovich (1999)-1806
                                    52                                                           < Jayne Hess*               Being John Malkovich (1999)-1849
                                    52                                                           < Jeanne Diehl*             Being John Malkovich (1999)-1891
                                    52                                                           < Jennifer Canzoneri*       Being John Malkovich (1999)-1932
                                    52                                                           < Jessica Neuberger*        Being John Malkovich (1999)-1972
                                    52                                                           < Jester Hairston*          Being John Malkovich (1999)-2011
                                    52                                                           < John Cusack*              Being John Malkovich (1999)-2049
                                    52                                                           < John Malkovich*           Being John Malkovich (1999)-2086
                                    52                                                           < Judith Wetzell*           Being John Malkovich (1999)-2122
                                    52                                                           < K.K. Dodds*               Being John Malkovich (1999)-2157
                                    52                                                           < Kacee DeMasi*             Being John Malkovich (1999)-2191
                                    52                                                           < Kelly Teacher*            Being John Malkovich (1999)-2224
                                    52                                                           < Kevin Carroll*            Being John Malkovich (1999)-2256
                                    52                                                           < Kevin Lee (IV)*           Being John Malkovich (1999)-2287
                                    52                                                           < Kristie Cordle*           Being John Malkovich (1999)-2317
                                    52                                                           < Kristin D'Andrea*         Being John Malkovich (1999)-2346
                                    52                                                           < Lance Bangs*              Being John Malkovich (1999)-2374
                                    52                                                           < Madison Lanc*             Being John Malkovich (1999)-2401
                                    52                                                           < Mariah O'Brien*           Being John Malkovich (1999)-2427
                                    52                                                           < Marlowe Bassett*          Being John Malkovich (1999)-2452
                                    52                                                           > Ned Bellamy               Being John Malkovich (1999)-2500
                                    53                                                           < Andy Dick*                Being John Malkovich (1999)-52
                                    53                                                           < Audrey Gelfund*           Being John Malkovich (1999)-125
                                    53                                                           < Bill M. Ryusaki*          Being John Malkovich (1999)-197
                                    53                                                           < Bill Wittman*             Being John Malkovich (1999)-268
                                    53                                                           < Brad Pitt*                Being John Malkovich (1999)-338
                                    53                                                           < Byrne Piven*              Being John Malkovich (1999)-407
                                    53                                                           < Cameron Diaz*             Being John Malkovich (1999)-475
                                    53                                                           < Carlos Jacott*            Being John Malkovich (1999)-542
                                    53                                                           < Catherine Keener*         Being John Malkovich (1999)-608
                                    53                                                           < Charlene Grimsley*        Being John Malkovich (1999)-673
                                    53                                                           < Charlie Sheen*            Being John Malkovich (1999)-737
                                    53                                                           < Chelsa Sjostrom*          Being John Malkovich (1999)-800
                                    53                                                           < Christine D. Coleman*     Being John Malkovich (1999)-862
                                    53                                                           < Christine Krejer*         Being John Malkovich (1999)-923
                                    53                                                           < Daniel Hansen*            Being John Malkovich (1999)-983
                                    53                                                           < David Fincher*            Being John Malkovich (1999)-1042
                                    53                                                           < David Wyler (I)*          Being John Malkovich (1999)-1100
                                    53                                                           < Denise Dabrowski*         Being John Malkovich (1999)-1157
                                    53                                                           < Dustin Hoffman*           Being John Malkovich (1999)-1213
                                    53                                                           < Eddie J. Low*             Being John Malkovich (1999)-1268
                                    53                                                           < Elizabeth Rivera*         Being John Malkovich (1999)-1322
                                    53                                                           < Eric Weinstein (I)*       Being John Malkovich (1999)-1375
                                    53                                                           < Erica Long*               Being John Malkovich (1999)-1427
                                    53                                                           < Flori Wyler*              Being John Malkovich (1999)-1478
                                    53                                                           < Gary Sinise*              Being John Malkovich (1999)-1528
                                    53                                                           < Gerald Emerick*           Being John Malkovich (1999)-1577
                                    53                                                           < Greg O'Neill*             Being John Malkovich (1999)-1625
                                    53                                                           < Gregory Sporleder*        Being John Malkovich (1999)-1672
                                    53                                                           < Isaac Hanson*             Being John Malkovich (1999)-1718
                                    53                                                           < Jacqueline Benoit*        Being John Malkovich (1999)-1763
                                    53                                                           < James Murray (XIII)*      Being John Malkovich (1999)-1807
                                    53                                                           < Jayne Hess*               Being John Malkovich (1999)-1850
                                    53                                                           < Jeanne Diehl*             Being John Malkovich (1999)-1892
                                    53                                                           < Jennifer Canzoneri*       Being John Malkovich (1999)-1933
                                    53                                                           < Jessica Neuberger*        Being John Malkovich (1999)-1973
                                    53                                                           < Jester Hairston*          Being John Malkovich (1999)-2012
                                    53                                                           < John Cusack*              Being John Malkovich (1999)-2050
                                    53                                                           < John Malkovich*           Being John Malkovich (1999)-2087
                                    53                                                           < Judith Wetzell*           Being John Malkovich (1999)-2123
                                    53                                                           < K.K. Dodds*               Being John Malkovich (1999)-2158
                                    53                                                           < Kacee DeMasi*             Being John Malkovich (1999)-2192
                                    53                                                           < Kelly Teacher*            Being John Malkovich (1999)-2225
                                    53                                                           < Kevin Carroll*            Being John Malkovich (1999)-2257
                                    53                                                           < Kevin Lee (IV)*           Being John Malkovich (1999)-2288
                                    53                                                           < Kristie Cordle*           Being John Malkovich (1999)-2318
                                    53                                                           < Kristin D'Andrea*         Being John Malkovich (1999)-2347
                                    53                                                           < Lance Bangs*              Being John Malkovich (1999)-2375
                                    53                                                           < Madison Lanc*             Being John Malkovich (1999)-2402
                                    53                                                           < Mariah O'Brien*           Being John Malkovich (1999)-2428
                                    53                                                           < Marlowe Bassett*          Being John Malkovich (1999)-2453
                                    53                                                           < Mary Kay Place*           Being John Malkovich (1999)-2477
                                    53                                                           > Neil Ross (I)             Being John Malkovich (1999)-2523
                                    54                                                           < Andy Dick*                Being John Malkovich (1999)-53
                                    54                                                           < Audrey Gelfund*           Being John Malkovich (1999)-126
                                    54                                                           < Bill M. Ryusaki*          Being John Malkovich (1999)-198
                                    54                                                           < Bill Wittman*             Being John Malkovich (1999)-269
                                    54                                                           < Brad Pitt*                Being John Malkovich (1999)-339
                                    54                                                           < Byrne Piven*              Being John Malkovich (1999)-408
                                    54                                                           < Cameron Diaz*             Being John Malkovich (1999)-476
                                    54                                                           < Carlos Jacott*            Being John Malkovich (1999)-543
                                    54                                                           < Catherine Keener*         Being John Malkovich (1999)-609
                                    54                                                           < Charlene Grimsley*        Being John Malkovich (1999)-674
                                    54                                                           < Charlie Sheen*            Being John Malkovich (1999)-738
                                    54                                                           < Chelsa Sjostrom*          Being John Malkovich (1999)-801
                                    54                                                           < Christine D. Coleman*     Being John Malkovich (1999)-863
                                    54                                                           < Christine Krejer*         Being John Malkovich (1999)-924
                                    54                                                           < Daniel Hansen*            Being John Malkovich (1999)-984
                                    54                                                           < David Fincher*            Being John Malkovich (1999)-1043
                                    54                                                           < David Wyler (I)*          Being John Malkovich (1999)-1101
                                    54                                                           < Denise Dabrowski*         Being John Malkovich (1999)-1158
                                    54                                                           < Dustin Hoffman*           Being John Malkovich (1999)-1214
                                    54                                                           < Eddie J. Low*             Being John Malkovich (1999)-1269
                                    54                                                           < Elizabeth Rivera*         Being John Malkovich (1999)-1323
                                    54                                                           < Eric Weinstein (I)*       Being John Malkovich (1999)-1376
                                    54                                                           < Erica Long*               Being John Malkovich (1999)-1428
                                    54                                                           < Flori Wyler*              Being John Malkovich (1999)-1479
                                    54                                                           < Gary Sinise*              Being John Malkovich (1999)-1529
                                    54                                                           < Gerald Emerick*           Being John Malkovich (1999)-1578
                                    54                                                           < Greg O'Neill*             Being John Malkovich (1999)-1626
                                    54                                                           < Gregory Sporleder*        Being John Malkovich (1999)-1673
                                    54                                                           < Isaac Hanson*             Being John Malkovich (1999)-1719
                                    54                                                           < Jacqueline Benoit*        Being John Malkovich (1999)-1764
                                    54                                                           < James Murray (XIII)*      Being John Malkovich (1999)-1808
                                    54                                                           < Jayne Hess*               Being John Malkovich (1999)-1851
                                    54                                                           < Jeanne Diehl*             Being John Malkovich (1999)-1893
                                    54                                                           < Jennifer Canzoneri*       Being John Malkovich (1999)-1934
                                    54                                                           < Jessica Neuberger*        Being John Malkovich (1999)-1974
                                    54                                                           < Jester Hairston*          Being John Malkovich (1999)-2013
                                    54                                                           < John Cusack*              Being John Malkovich (1999)-2051
                                    54                                                           < John Malkovich*           Being John Malkovich (1999)-2088
                                    54                                                           < Judith Wetzell*           Being John Malkovich (1999)-2124
                                    54                                                           < K.K. Dodds*               Being John Malkovich (1999)-2159
                                    54                                                           < Kacee DeMasi*             Being John Malkovich (1999)-2193
                                    54                                                           < Kelly Teacher*            Being John Malkovich (1999)-2226
                                    54                                                           < Kevin Carroll*            Being John Malkovich (1999)-2258
                                    54                                                           < Kevin Lee (IV)*           Being John Malkovich (1999)-2289
                                    54                                                           < Kristie Cordle*           Being John Malkovich (1999)-2319
                                    54                                                           < Kristin D'Andrea*         Being John Malkovich (1999)-2348
                                    54                                                           < Lance Bangs*              Being John Malkovich (1999)-2376
                                    54                                                           < Madison Lanc*             Being John Malkovich (1999)-2403
                                    54                                                           < Mariah O'Brien*           Being John Malkovich (1999)-2429
                                    54                                                           < Marlowe Bassett*          Being John Malkovich (1999)-2454
                                    54                                                           < Mary Kay Place*           Being John Malkovich (1999)-2478
                                    54                                                           < Michelle Madden*          Being John Malkovich (1999)-2501
                                    54                                                           > Octavia Spencer           Being John Malkovich (1999)-2545
                                    55                                                           < Andy Dick*                Being John Malkovich (1999)-54
                                    55                                                           < Audrey Gelfund*           Being John Malkovich (1999)-127
                                    55                                                           < Bill M. Ryusaki*          Being John Malkovich (1999)-199
                                    55                                                           < Bill Wittman*             Being John Malkovich (1999)-270
                                    55                                                           < Brad Pitt*                Being John Malkovich (1999)-340
                                    55                                                           < Byrne Piven*              Being John Malkovich (1999)-409
                                    55                                                           < Cameron Diaz*             Being John Malkovich (1999)-477
                                    55                                                           < Carlos Jacott*            Being John Malkovich (1999)-544
                                    55                                                           < Catherine Keener*         Being John Malkovich (1999)-610
                                    55                                                           < Charlene Grimsley*        Being John Malkovich (1999)-675
                                    55                                                           < Charlie Sheen*            Being John Malkovich (1999)-739
                                    55                                                           < Chelsa Sjostrom*          Being John Malkovich (1999)-802
                                    55                                                           < Christine D. Coleman*     Being John Malkovich (1999)-864
                                    55                                                           < Christine Krejer*         Being John Malkovich (1999)-925
                                    55                                                           < Daniel Hansen*            Being John Malkovich (1999)-985
                                    55                                                           < David Fincher*            Being John Malkovich (1999)-1044
                                    55                                                           < David Wyler (I)*          Being John Malkovich (1999)-1102
                                    55                                                           < Denise Dabrowski*         Being John Malkovich (1999)-1159
                                    55                                                           < Dustin Hoffman*           Being John Malkovich (1999)-1215
                                    55                                                           < Eddie J. Low*             Being John Malkovich (1999)-1270
                                    55                                                           < Elizabeth Rivera*         Being John Malkovich (1999)-1324
                                    55                                                           < Eric Weinstein (I)*       Being John Malkovich (1999)-1377
                                    55                                                           < Erica Long*               Being John Malkovich (1999)-1429
                                    55                                                           < Flori Wyler*              Being John Malkovich (1999)-1480
                                    55                                                           < Gary Sinise*              Being John Malkovich (1999)-1530
                                    55                                                           < Gerald Emerick*           Being John Malkovich (1999)-1579
                                    55                                                           < Greg O'Neill*             Being John Malkovich (1999)-1627
                                    55                                                           < Gregory Sporleder*        Being John Malkovich (1999)-1674
                                    55                                                           < Isaac Hanson*             Being John Malkovich (1999)-1720
                                    55                                                           < Jacqueline Benoit*        Being John Malkovich (1999)-1765
                                    55                                                           < James Murray (XIII)*      Being John Malkovich (1999)-1809
                                    55                                                           < Jayne Hess*               Being John Malkovich (1999)-1852
                                    55                                                           < Jeanne Diehl*             Being John Malkovich (1999)-1894
                                    55                                                           < Jennifer Canzoneri*       Being John Malkovich (1999)-1935
                                    55                                                           < Jessica Neuberger*        Being John Malkovich (1999)-1975
                                    55                                                           < Jester Hairston*          Being John Malkovich (1999)-2014
                                    55                                                           < John Cusack*              Being John Malkovich (1999)-2052
                                    55                                                           < John Malkovich*           Being John Malkovich (1999)-2089
                                    55                                                           < Judith Wetzell*           Being John Malkovich (1999)-2125
                                    55                                                           < K.K. Dodds*               Being John Malkovich (1999)-2160
                                    55                                                           < Kacee DeMasi*             Being John Malkovich (1999)-2194
                                    55                                                           < Kelly Teacher*            Being John Malkovich (1999)-2227
                                    55                                                           < Kevin Carroll*            Being John Malkovich (1999)-2259
                                    55                                                           < Kevin Lee (IV)*           Being John Malkovich (1999)-2290
                                    55                                                           < Kristie Cordle*           Being John Malkovich (1999)-2320
                                    55                                                           < Kristin D'Andrea*         Being John Malkovich (1999)-2349
                                    55                                                           < Lance Bangs*              Being John Malkovich (1999)-2377
                                    55                                                           < Madison Lanc*             Being John Malkovich (1999)-2404
                                    55                                                           < Mariah O'Brien*           Being John Malkovich (1999)-2430
                                    55                                                           < Marlowe Bassett*          Being John Malkovich (1999)-2455
                                    55                                                           < Mary Kay Place*           Being John Malkovich (1999)-2479
                                    55                                                           < Michelle Madden*          Being John Malkovich (1999)-2502
                                    55                                                           < Ned Bellamy*              Being John Malkovich (1999)-2524
                                    55                                                           > Orson Bean                Being John Malkovich (1999)-2566
                                    56                                                           < Andy Dick*                Being John Malkovich (1999)-55
                                    56                                                           < Audrey Gelfund*           Being John Malkovich (1999)-128
                                    56                                                           < Bill M. Ryusaki*          Being John Malkovich (1999)-200
                                    56                                                           < Bill Wittman*             Being John Malkovich (1999)-271
                                    56                                                           < Brad Pitt*                Being John Malkovich (1999)-341
                                    56                                                           < Byrne Piven*              Being John Malkovich (1999)-410
                                    56                                                           < Cameron Diaz*             Being John Malkovich (1999)-478
                                    56                                                           < Carlos Jacott*            Being John Malkovich (1999)-545
                                    56                                                           < Catherine Keener*         Being John Malkovich (1999)-611
                                    56                                                           < Charlene Grimsley*        Being John Malkovich (1999)-676
                                    56                                                           < Charlie Sheen*            Being John Malkovich (1999)-740
                                    56                                                           < Chelsa Sjostrom*          Being John Malkovich (1999)-803
                                    56                                                           < Christine D. Coleman*     Being John Malkovich (1999)-865
                                    56                                                           < Christine Krejer*         Being John Malkovich (1999)-926
                                    56                                                           < Daniel Hansen*            Being John Malkovich (1999)-986
                                    56                                                           < David Fincher*            Being John Malkovich (1999)-1045
                                    56                                                           < David Wyler (I)*          Being John Malkovich (1999)-1103
                                    56                                                           < Denise Dabrowski*         Being John Malkovich (1999)-1160
                                    56                                                           < Dustin Hoffman*           Being John Malkovich (1999)-1216
                                    56                                                           < Eddie J. Low*             Being John Malkovich (1999)-1271
                                    56                                                           < Elizabeth Rivera*         Being John Malkovich (1999)-1325
                                    56                                                           < Eric Weinstein (I)*       Being John Malkovich (1999)-1378
                                    56                                                           < Erica Long*               Being John Malkovich (1999)-1430
                                    56                                                           < Flori Wyler*              Being John Malkovich (1999)-1481
                                    56                                                           < Gary Sinise*              Being John Malkovich (1999)-1531
                                    56                                                           < Gerald Emerick*           Being John Malkovich (1999)-1580
                                    56                                                           < Greg O'Neill*             Being John Malkovich (1999)-1628
                                    56                                                           < Gregory Sporleder*        Being John Malkovich (1999)-1675
                                    56                                                           < Isaac Hanson*             Being John Malkovich (1999)-1721
                                    56                                                           < Jacqueline Benoit*        Being John Malkovich (1999)-1766
                                    56                                                           < James Murray (XIII)*      Being John Malkovich (1999)-1810
                                    56                                                           < Jayne Hess*               Being John Malkovich (1999)-1853
                                    56                                                           < Jeanne Diehl*             Being John Malkovich (1999)-1895
                                    56                                                           < Jennifer Canzoneri*       Being John Malkovich (1999)-1936
                                    56                                                           < Jessica Neuberger*        Being John Malkovich (1999)-1976
                                    56                                                           < Jester Hairston*          Being John Malkovich (1999)-2015
                                    56                                                           < John Cusack*              Being John Malkovich (1999)-2053
                                    56                                                           < John Malkovich*           Being John Malkovich (1999)-2090
                                    56                                                           < Judith Wetzell*           Being John Malkovich (1999)-2126
                                    56                                                           < K.K. Dodds*               Being John Malkovich (1999)-2161
                                    56                                                           < Kacee DeMasi*             Being John Malkovich (1999)-2195
                                    56                                                           < Kelly Teacher*            Being John Malkovich (1999)-2228
                                    56                                                           < Kevin Carroll*            Being John Malkovich (1999)-2260
                                    56                                                           < Kevin Lee (IV)*           Being John Malkovich (1999)-2291
                                    56                                                           < Kristie Cordle*           Being John Malkovich (1999)-2321
                                    56                                                           < Kristin D'Andrea*         Being John Malkovich (1999)-2350
                                    56                                                           < Lance Bangs*              Being John Malkovich (1999)-2378
                                    56                                                           < Madison Lanc*             Being John Malkovich (1999)-2405
                                    56                                                           < Mariah O'Brien*           Being John Malkovich (1999)-2431
                                    56                                                           < Marlowe Bassett*          Being John Malkovich (1999)-2456
                                    56                                                           < Mary Kay Place*           Being John Malkovich (1999)-2480
                                    56                                                           < Michelle Madden*          Being John Malkovich (1999)-2503
                                    56                                                           < Ned Bellamy*              Being John Malkovich (1999)-2525
                                    56                                                           < Neil Ross (I)*            Being John Malkovich (1999)-2546
                                    56                                                           > Pamela Hayden             Being John Malkovich (1999)-2586
                                    57                                                           < Andy Dick*                Being John Malkovich (1999)-56
                                    57                                                           < Audrey Gelfund*           Being John Malkovich (1999)-129
                                    57                                                           < Bill M. Ryusaki*          Being John Malkovich (1999)-201
                                    57                                                           < Bill Wittman*             Being John Malkovich (1999)-272
                                    57                                                           < Brad Pitt*                Being John Malkovich (1999)-342
                                    57                                                           < Byrne Piven*              Being John Malkovich (1999)-411
                                    57                                                           < Cameron Diaz*             Being John Malkovich (1999)-479
                                    57                                                           < Carlos Jacott*            Being John Malkovich (1999)-546
                                    57                                                           < Catherine Keener*         Being John Malkovich (1999)-612
                                    57                                                           < Charlene Grimsley*        Being John Malkovich (1999)-677
                                    57                                                           < Charlie Sheen*            Being John Malkovich (1999)-741
                                    57                                                           < Chelsa Sjostrom*          Being John Malkovich (1999)-804
